Date,Close
11/10/2015,34.77
11/11/2015,34.39
11/12/2015,33.5
11/13/2015,33.38
11/16/2015,34.48
11/17/2015,34.18
11/18/2015,35.1
11/19/2015,35.25
11/20/2015,34.43
11/23/2015,34.42
11/24/2015,34.99
11/25/2015,34.99
11/27/2015,34.83
11/30/2015,34.6
12/1/2015,34.77
12/2/2015,33.82
12/3/2015,33.26
12/4/2015,32.67
12/7/2015,31.26
12/8/2015,31.27
12/9/2015,31.81
12/10/2015,31.8
12/11/2015,30.79
12/14/2015,30.22
12/15/2015,30.75
12/16/2015,30.87
12/17/2015,30.35
12/18/2015,30.15
12/21/2015,30.13
12/22/2015,30.79
12/23/2015,32.35
12/24/2015,32.12
12/28/2015,31.71
12/29/2015,31.87
12/30/2015,31.31
12/31/2015,31.26
1/4/2016,31.06
1/5/2016,30.93
1/6/2016,30.3
1/7/2016,29.43
1/8/2016,28.91
1/11/2016,28.84
1/12/2016,28.65
1/13/2016,28.77
1/14/2016,30.83
1/15/2016,29.16
1/19/2016,28.92
1/20/2016,28.46
1/21/2016,29.46
1/22/2016,30.35
1/25/2016,29.47
1/26/2016,30.74
1/27/2016,30.68
1/28/2016,31.89
1/29/2016,32.37
2/1/2016,31.7
2/2/2016,29.02
2/3/2016,29.66
2/4/2016,30.61
2/5/2016,30.46
2/8/2016,29.92
2/9/2016,28.95
2/10/2016,28.04
2/11/2016,27.64
2/12/2016,29.02
2/16/2016,29.06
2/17/2016,29.95
2/18/2016,29.78
2/19/2016,29.75
2/22/2016,30.3
2/23/2016,29
2/24/2016,28.54
2/25/2016,28.66
2/26/2016,29
2/29/2016,29.09
3/1/2016,29.63
3/2/2016,30.21
3/3/2016,30.87
3/4/2016,31.15
3/7/2016,31.5
3/8/2016,30.07
3/9/2016,30.3
3/10/2016,29.83
3/11/2016,30.55
3/14/2016,29.95
3/15/2016,29.64
3/16/2016,30.51
3/17/2016,31.54
3/18/2016,31.33
3/21/2016,31.12
3/22/2016,30.94
3/23/2016,30.2
3/24/2016,30.42
3/28/2016,30.42
3/29/2016,30.35
3/30/2016,30.93
3/31/2016,30.18
4/1/2016,29.57
4/4/2016,29.58
4/5/2016,28.93
4/6/2016,29.3
4/7/2016,29.13
4/8/2016,30.15
4/11/2016,30.31
4/12/2016,31.2
4/13/2016,31.38
4/14/2016,30.92
4/15/2016,30.65
4/18/2016,31.06
4/19/2016,31.76
4/20/2016,31.86
4/21/2016,31.74
4/22/2016,32.15
4/25/2016,31.79
4/26/2016,33.49
4/27/2016,33.84
4/28/2016,33.49
4/29/2016,33.58
5/2/2016,33.62
5/3/2016,32.56
5/4/2016,31.42
5/5/2016,31.58
5/6/2016,31.58
5/9/2016,31.08
5/10/2016,31.68
5/11/2016,31.67
5/12/2016,31.86
5/13/2016,31.47
5/16/2016,32.06
5/17/2016,32.22
5/18/2016,32.13
5/19/2016,31.98
5/20/2016,31.93
5/23/2016,31.46
5/24/2016,31.84
5/25/2016,32.86
5/26/2016,32.6
5/27/2016,32.36
5/31/2016,31.4
6/1/2016,31.34
6/2/2016,31.52
6/3/2016,31.88
6/6/2016,32.53
6/7/2016,33.07
6/8/2016,33.27
6/9/2016,33.04
6/10/2016,32.22
6/13/2016,31.86
6/14/2016,30.93
6/15/2016,31.15
6/16/2016,32.03
6/17/2016,32.75
6/20/2016,33.42
6/21/2016,34.15
6/22/2016,33.89
6/23/2016,34.63
6/24/2016,32.98
6/27/2016,31.99
6/28/2016,33.24
6/29/2016,34.79
6/30/2016,35.51
7/1/2016,36
7/5/2016,35.9
7/6/2016,35.57
7/7/2016,35.4
7/8/2016,35.92
7/11/2016,36.11
7/12/2016,36.91
7/13/2016,36.56
7/14/2016,36.56
7/15/2016,36.56
7/18/2016,36.17
7/19/2016,36.03
7/20/2016,35.96
7/21/2016,35.84
7/22/2016,35.87
7/25/2016,34.9
7/26/2016,34.59
7/27/2016,34.57
7/28/2016,33.99
7/29/2016,34.4
8/1/2016,33.18
8/2/2016,33.45
8/3/2016,33.01
8/4/2016,33
8/5/2016,33.15
8/8/2016,33.17
8/9/2016,33.38
8/10/2016,33.01
8/11/2016,33.64
8/12/2016,33.74
8/15/2016,33.87
8/16/2016,34.21
8/17/2016,34.2
8/18/2016,34.65
8/19/2016,34.33
8/22/2016,33.96
8/23/2016,34.13
8/24/2016,34.27
8/25/2016,34.22
8/26/2016,34.16
8/29/2016,34.24
8/30/2016,34.1
8/31/2016,33.86
9/1/2016,33.66
9/2/2016,34.5
9/6/2016,34.69
9/7/2016,34.76
9/8/2016,35.08
9/9/2016,34.35
9/12/2016,34.63
9/13/2016,33.5
9/14/2016,33.32
9/15/2016,33.61
9/16/2016,33.31
9/19/2016,33.44
9/20/2016,33.07
9/21/2016,33.61
9/22/2016,34.26
9/23/2016,33.96
9/26/2016,33.68
9/27/2016,33.61
9/28/2016,34.84
9/29/2016,35.06
9/30/2016,35.16
10/3/2016,35.47
10/4/2016,35.68
10/5/2016,36.03
10/6/2016,35.95
10/7/2016,36.17
10/10/2016,36.67
10/11/2016,35.78
10/12/2016,35.79
10/13/2016,35.68
10/14/2016,35.84
10/17/2016,35.5
10/18/2016,35.98
10/19/2016,36.05
10/20/2016,36.05
10/21/2016,36.25
10/24/2016,35.87
10/25/2016,36.04
10/26/2016,35.85
10/27/2016,36
10/28/2016,35.68
10/31/2016,35.55
11/1/2016,34.11
11/2/2016,34.01
11/3/2016,33.84
11/4/2016,33.54
11/7/2016,34.02
11/8/2016,33.48
11/9/2016,33.84
11/10/2016,33.94
11/11/2016,33.18
11/14/2016,32.98
11/15/2016,33.61
11/16/2016,33.3
11/17/2016,33.5
11/18/2016,33.64
11/21/2016,34.4
11/22/2016,34.54
11/23/2016,34.4
11/25/2016,34.27
11/28/2016,33.72
11/29/2016,33.52
11/30/2016,35.01
12/1/2016,35.39
12/2/2016,35.48
12/5/2016,35.48
12/6/2016,35.57
12/7/2016,35.89
12/8/2016,36.19
12/9/2016,36.01
12/12/2016,36.51
12/13/2016,36.79
12/14/2016,36.02
12/15/2016,35.85
12/16/2016,36.59
12/19/2016,36.56
12/20/2016,36.52
12/21/2016,36.78
12/22/2016,36.91
12/23/2016,37.02
12/27/2016,37.11
12/28/2016,37.25
12/29/2016,37.4
12/30/2016,37.38
1/3/2017,38
1/4/2017,38.29
1/5/2017,38.57
1/6/2017,37.91
1/9/2017,37.31
1/10/2017,37.11
1/11/2017,37.55
1/12/2017,37.76
1/13/2017,37.66
1/17/2017,37.44
1/18/2017,37.1
1/19/2017,36.9
1/20/2017,36.84
1/23/2017,36.62
1/24/2017,36.91
1/25/2017,37.03
1/26/2017,36.74
1/27/2017,36.58
1/30/2017,35.96
1/31/2017,35.98
2/1/2017,35.99
2/2/2017,35.79
2/3/2017,35.92
2/6/2017,35.82
2/7/2017,34.38
2/8/2017,34.43
2/9/2017,34.44
2/10/2017,34.53
2/13/2017,34.66
2/14/2017,34.58
2/15/2017,33.8
2/16/2017,33.68
2/17/2017,33.42
2/21/2017,33.83
2/22/2017,33.41
2/23/2017,33.86
2/24/2017,33.5
2/27/2017,33.98
2/28/2017,33.92
3/1/2017,34.23
3/2/2017,34.12
3/3/2017,34.09
3/6/2017,33.97
3/7/2017,33.87
3/8/2017,33.31
3/9/2017,33.5
3/10/2017,34.33
3/13/2017,34.07
3/14/2017,33.43
3/15/2017,33.78
3/16/2017,34.02
3/17/2017,34.28
3/20/2017,34.19
3/21/2017,34.24
3/22/2017,33.99
3/23/2017,34.06
3/24/2017,33.78
3/27/2017,33.75
3/28/2017,33.92
3/29/2017,34.43
3/30/2017,34.52
3/31/2017,34.52
4/3/2017,34.4
4/4/2017,34.79
4/5/2017,34.59
4/6/2017,34.73
4/7/2017,34.85
4/10/2017,35.09
4/11/2017,35.37
4/12/2017,35.45
4/13/2017,34.99
4/17/2017,35.03
4/18/2017,34.67
4/19/2017,34.14
4/20/2017,34.15
4/21/2017,34
4/24/2017,34.45
4/25/2017,34.66
4/26/2017,34.66
4/27/2017,34.4
4/28/2017,34.32
5/1/2017,34.32
5/2/2017,34.75
5/3/2017,34.69
5/4/2017,34.32
5/5/2017,35.3
5/8/2017,35.43
5/9/2017,35.35
5/10/2017,35.01
5/11/2017,35.21
5/12/2017,35.39
5/15/2017,35.71
5/16/2017,36.24
5/17/2017,36.17
5/18/2017,36.51
5/19/2017,36.94
5/22/2017,36.96
5/23/2017,36.93
5/24/2017,36.9
5/25/2017,36.4
5/26/2017,36.41
5/30/2017,36.27
5/31/2017,36.15
6/1/2017,36.24
6/2/2017,35.91
6/5/2017,36.08
6/6/2017,36.24
6/7/2017,35.42
6/8/2017,35.41
6/9/2017,35.83
6/12/2017,35.81
6/13/2017,36.03
6/14/2017,35.37
6/15/2017,35.24
6/16/2017,36
6/19/2017,36.04
6/20/2017,34.98
6/21/2017,34.65
6/22/2017,34.6
6/23/2017,34.84
6/26/2017,34.88
6/27/2017,35.15
6/28/2017,35.27
6/29/2017,34.86
6/30/2017,34.65
7/3/2017,35.02
7/5/2017,34.42
7/6/2017,34.44
7/7/2017,34.36
7/10/2017,34.33
7/11/2017,34.36
7/12/2017,34.87
7/13/2017,34.72
7/14/2017,34.95
7/17/2017,34.92
7/18/2017,34.83
7/19/2017,35.03
7/20/2017,35.1
7/21/2017,34.68
7/24/2017,34.46
7/25/2017,34.9
7/26/2017,34.84
7/27/2017,34.99
7/28/2017,35.16
7/31/2017,35.14
8/1/2017,36.27
8/2/2017,36.4
8/3/2017,36.14
8/4/2017,36.33
8/7/2017,36.75
8/8/2017,36.54
8/9/2017,36.16
8/10/2017,35.47
8/11/2017,34.94
8/14/2017,34.68
8/15/2017,34.57
8/16/2017,34.29
8/17/2017,34.1
8/18/2017,34.16
8/21/2017,34
8/22/2017,34.15
8/23/2017,34.24
8/24/2017,34.18
8/25/2017,34.54
8/28/2017,34.47
8/29/2017,34.37
8/30/2017,34.37
8/31/2017,34.73
9/1/2017,34.77
9/5/2017,34.95
9/6/2017,35.32
9/7/2017,35.5
9/8/2017,35.32
9/11/2017,35.56
9/12/2017,35.75
9/13/2017,35.99
9/14/2017,36.33
9/15/2017,36.58
9/18/2017,36.65
9/19/2017,36.95
9/20/2017,37.23
9/21/2017,37.7
9/22/2017,37.82
9/25/2017,38.24
9/26/2017,37.87
9/27/2017,38.02
9/28/2017,38.42
9/29/2017,38.43
10/2/2017,38.39
10/3/2017,38.7
10/4/2017,38.65
10/5/2017,38.61
10/6/2017,38.26
10/9/2017,38.46
10/10/2017,38.81
10/11/2017,38.85
10/12/2017,39.01
10/13/2017,39.1
10/16/2017,39.19
10/17/2017,38.69
10/18/2017,38.72
10/19/2017,38.75
10/20/2017,38.75
10/23/2017,38.79
10/24/2017,39
10/25/2017,38.79
10/26/2017,38.65
10/27/2017,39.1
10/30/2017,39.62
10/31/2017,40.67
11/1/2017,40.76
11/2/2017,40.67
11/3/2017,40.56
11/6/2017,41.41
11/7/2017,41.48
11/8/2017,41.4
11/9/2017,40.72
11/10/2017,40.3
11/13/2017,39.88
11/14/2017,39.61
11/15/2017,39.09
11/16/2017,38.77
11/17/2017,39.09
11/20/2017,39
11/21/2017,39.13
11/22/2017,39.78
11/24/2017,40.05
11/27/2017,39.51
11/28/2017,39.9
11/29/2017,39.71
11/30/2017,40.07
12/1/2017,39.95
12/4/2017,39.91
12/5/2017,39.73
12/6/2017,39.58
12/7/2017,39.31
12/8/2017,39.64
12/11/2017,39.93
12/12/2017,40.66
12/13/2017,40.65
12/14/2017,40.63
12/15/2017,40.28
12/18/2017,40.84
12/19/2017,40.64
12/20/2017,40.95
12/21/2017,41.68
12/22/2017,41.29
12/26/2017,41.69
12/27/2017,41.72
12/28/2017,41.87
12/29/2017,42.03
1/2/2018,42.38
1/3/2018,42.87
1/4/2018,43.04
1/5/2018,43.1
1/8/2018,43.08
1/9/2018,42.87
1/10/2018,42.9
1/11/2018,43.27
1/12/2018,43.91
1/16/2018,42.46
1/17/2018,42.88
1/18/2018,42.9
1/19/2018,42.4
1/22/2018,43.39
1/23/2018,43.24
1/24/2018,43.94
1/25/2018,43.74
1/26/2018,43.81
1/29/2018,43.35
1/30/2018,42.81
1/31/2018,42.79
2/1/2018,43.36
2/2/2018,41.16
2/5/2018,39.78
2/6/2018,40.57
2/7/2018,40
2/8/2018,39.55
2/9/2018,39.11
2/12/2018,39.87
2/13/2018,39.69
2/14/2018,40.37
2/15/2018,39.84
2/16/2018,39.62
2/20/2018,39.52
2/21/2018,38.84
2/22/2018,39.25
2/23/2018,40.1
2/26/2018,40.29
2/27/2018,39.5
2/28/2018,38.86
3/1/2018,38.94
3/2/2018,38.7
3/5/2018,39.16
3/6/2018,39.55
3/7/2018,39.31
3/8/2018,39.46
3/9/2018,39.66
3/12/2018,39.85
3/13/2018,39.55
3/14/2018,38.87
3/15/2018,39.03
3/16/2018,39.48
3/19/2018,38.75
3/20/2018,39.04
3/21/2018,40.13
3/22/2018,39.03
3/23/2018,39.12
3/26/2018,40.42
3/27/2018,39.97
3/28/2018,39.6
3/29/2018,40.54
4/2/2018,39.91
4/3/2018,40.71
4/4/2018,41.03
4/5/2018,41.92
4/6/2018,41.76
4/9/2018,41.66
4/10/2018,42.78
4/11/2018,43.06
4/12/2018,43.06
4/13/2018,42.96
4/16/2018,42.72
4/17/2018,42.65
4/18/2018,43.53
4/19/2018,43.67
4/20/2018,43.5
4/23/2018,43.91
4/24/2018,44.24
4/25/2018,44.17
4/26/2018,44.85
4/27/2018,44.22
4/30/2018,44.59
5/1/2018,44.8
5/2/2018,44.7
5/3/2018,44.73
5/4/2018,45.34
5/7/2018,45.69
5/8/2018,45.33
5/9/2018,46.78
5/10/2018,45.88
5/11/2018,45.83
5/14/2018,46.4
5/15/2018,46.79
5/16/2018,46.71
5/17/2018,47.19
5/18/2018,47.38
5/21/2018,47.79
5/22/2018,47.09
5/23/2018,46.45
5/24/2018,45.75
5/25/2018,44.35
5/29/2018,44.54
5/30/2018,45.71
5/31/2018,45.82
6/1/2018,45.92
6/4/2018,45.96
6/5/2018,46.29
6/6/2018,46.28
6/7/2018,47.2
6/8/2018,47.04
6/11/2018,47.12
6/12/2018,46.12
6/13/2018,46.01
6/14/2018,46.44
6/15/2018,45.13
6/18/2018,45.35
6/19/2018,45.15
6/20/2018,44.76
6/21/2018,44.16
6/22/2018,45.78
6/25/2018,44.24
6/26/2018,44.89
6/27/2018,45.44
6/28/2018,45.67
6/29/2018,45.66
7/2/2018,45.2
7/3/2018,45.9
7/5/2018,46
7/6/2018,45.94
7/9/2018,46.6
7/10/2018,47.05
7/11/2018,45.14
7/12/2018,45.35
7/13/2018,45.37
7/16/2018,44.62
7/17/2018,44.43
7/18/2018,44.25
7/19/2018,44.44
7/20/2018,44.54
7/23/2018,44.25
7/24/2018,44.82
7/25/2018,45.04
7/26/2018,44.53
7/27/2018,44.51
7/30/2018,44.41
7/31/2018,45.09
8/1/2018,44.53
8/2/2018,43.77
8/3/2018,43.97
8/6/2018,44.13
8/7/2018,44.72
8/8/2018,44.63
8/9/2018,43.53
8/10/2018,42.99
8/13/2018,42.68
8/14/2018,42.61
8/15/2018,41.53
8/16/2018,41.72
8/17/2018,41.91
8/20/2018,42.38
8/21/2018,42.46
8/22/2018,42.98
8/23/2018,42.94
8/24/2018,43.42
8/27/2018,43.87
8/28/2018,43.26
8/29/2018,43.39
8/30/2018,43.58
8/31/2018,42.88
9/4/2018,42.72
9/5/2018,42.78
9/6/2018,42.21
9/7/2018,42.03
9/10/2018,42.09
9/11/2018,42.65
9/12/2018,43.11
9/13/2018,43.42
9/14/2018,43.26
9/17/2018,43.24
9/18/2018,43.56
9/19/2018,43.98
9/20/2018,44.57
9/21/2018,44.67
9/24/2018,45.22
9/25/2018,46.32
9/26/2018,46.26
9/27/2018,46.87
9/28/2018,46.1
10/1/2018,46.77
10/2/2018,46.81
10/3/2018,46.99
10/4/2018,46.77
10/5/2018,46.5
10/8/2018,45.81
10/9/2018,46.01
10/10/2018,45.15
10/11/2018,44.13
10/12/2018,44.55
10/15/2018,44.5
10/16/2018,44.7
10/17/2018,44.35
10/18/2018,43.86
10/19/2018,44
10/22/2018,43.14
10/23/2018,42.3
10/24/2018,40.99
10/25/2018,41.59
10/26/2018,41.1
10/29/2018,41.03
10/30/2018,42.21
10/31/2018,43.37
11/1/2018,42.65
11/2/2018,41.6
11/5/2018,42.61
11/6/2018,42.66
11/7/2018,43.11
11/8/2018,41.27
11/9/2018,41.24
11/12/2018,40.87
11/13/2018,39.81
11/14/2018,40.33
11/15/2018,41.16
11/16/2018,40.84
11/19/2018,40.92
11/20/2018,40.1
11/21/2018,41.27
11/23/2018,39.89
11/26/2018,40.53
11/27/2018,40.32
11/28/2018,40.84
11/29/2018,40.48
11/30/2018,40.35
12/3/2018,41.19
12/4/2018,40.95
12/6/2018,39.59
12/7/2018,39.51
12/10/2018,39.37
12/11/2018,39.08
12/12/2018,39.05
12/13/2018,39.29
12/14/2018,38.66
12/17/2018,38.41
12/18/2018,37.82
12/19/2018,37.65
12/20/2018,37.26
12/21/2018,37.67
12/24/2018,36.65
12/26/2018,38.06
12/27/2018,37.73
12/28/2018,38.13
12/31/2018,37.92
1/2/2019,38.59
1/3/2019,38.81
1/4/2019,40.03
1/7/2019,40.16
1/8/2019,40.03
1/9/2019,40.36
1/10/2019,40.7
1/11/2019,40.24
1/14/2019,40.42
1/15/2019,40.24
1/16/2019,40.12
1/17/2019,40.13
1/18/2019,40.76
1/22/2019,40.08
1/23/2019,40.12
1/24/2019,40.11
1/25/2019,40.11
1/28/2019,39.57
1/29/2019,40.2
1/30/2019,40.67
1/31/2019,41.12
2/1/2019,41.34
2/4/2019,41.39
2/5/2019,42.82
2/6/2019,43.04
2/7/2019,42.7
2/8/2019,42.49
2/11/2019,42.21
2/12/2019,42.42
2/13/2019,42.64
2/14/2019,41.87
2/15/2019,42.29
2/19/2019,42.38
2/20/2019,42.48
2/21/2019,42.29
2/22/2019,42.46
2/25/2019,42.51
2/26/2019,42.52
2/27/2019,42.84
2/28/2019,42.65
3/1/2019,42.58
3/4/2019,42.64
3/5/2019,42.74
3/6/2019,42.7
3/7/2019,42.63
3/8/2019,42.25
3/11/2019,42.33
3/12/2019,42.46
3/13/2019,43.83
3/14/2019,43.95
3/15/2019,43.87
3/18/2019,44.24
3/19/2019,44.47
3/20/2019,44.53
3/21/2019,44.53
3/22/2019,43.95
3/25/2019,43.53
3/26/2019,43.82
3/27/2019,43.59
3/28/2019,43.63
3/29/2019,43.72
